"Response ID";"Date submitted";"Last page";"Start language";"Seed";"Date started";"Date last action";"What's your role?";"What's your role? [Comment]";"When could you best attend the programming hour between now and around April 2021? [09:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [09:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [09:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [09:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [09:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [10:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [10:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [10:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [10:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [10:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [11:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [11:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [11:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [11:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [11:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [12:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [12:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [12:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [12:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [12:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [13:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [13:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [13:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [13:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [13:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [14:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [14:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [14:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [14:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [14:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [15:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [15:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [15:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [15:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [15:00][Fri]";"When could you best attend the programming hour between now and around April 2021? [16:00][Mon]";"When could you best attend the programming hour between now and around April 2021? [16:00][Tue]";"When could you best attend the programming hour between now and around April 2021? [16:00][Wed]";"When could you best attend the programming hour between now and around April 2021? [16:00][Thu]";"When could you best attend the programming hour between now and around April 2021? [16:00][Fri]";"What application and language are you most interested in? [Data analysis][Python]";"What application and language are you most interested in? [Data analysis][Fortran]";"What application and language are you most interested in? [Data analysis][C]";"What application and language are you most interested in? [Data analysis][C++]";"What application and language are you most interested in? [Data analysis][Matlab]";"What application and language are you most interested in? [Data analysis][Other]";"What application and language are you most interested in? [Visualisation][Python]";"What application and language are you most interested in? [Visualisation][Fortran]";"What application and language are you most interested in? [Visualisation][C]";"What application and language are you most interested in? [Visualisation][C++]";"What application and language are you most interested in? [Visualisation][Matlab]";"What application and language are you most interested in? [Visualisation][Other]";"What application and language are you most interested in? [Simulation][Python]";"What application and language are you most interested in? [Simulation][Fortran]";"What application and language are you most interested in? [Simulation][C]";"What application and language are you most interested in? [Simulation][C++]";"What application and language are you most interested in? [Simulation][Matlab]";"What application and language are you most interested in? [Simulation][Other]";"What application and language are you most interested in? [Embedded software][Python]";"What application and language are you most interested in? [Embedded software][Fortran]";"What application and language are you most interested in? [Embedded software][C]";"What application and language are you most interested in? [Embedded software][C++]";"What application and language are you most interested in? [Embedded software][Matlab]";"What application and language are you most interested in? [Embedded software][Other]";"What application and language are you most interested in? [Other][Python]";"What application and language are you most interested in? [Other][Fortran]";"What application and language are you most interested in? [Other][C]";"What application and language are you most interested in? [Other][C++]";"What application and language are you most interested in? [Other][Matlab]";"What application and language are you most interested in? [Other][Other]";"If you choose other, please elaborate.";"Would you be able to / interested in giving or receiving support? [I could give support (on some topics).]";"Would you be able to / interested in giving or receiving support? [I would receive support.]";"How often would you likely attend?";"Feel free to leave any comment here."
"1";"";"";"en";"1608592439";"2020-10-29 11:35:58";"2020-10-29 11:35:58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"2";"";"";"en";"1644524099";"2020-10-29 11:36:26";"2020-10-29 11:36:26";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"3";"2020-10-29 11:45:46";"1";"en";"1773464773";"2020-10-29 11:42:26";"2020-10-29 11:45:46";"Student (B.Sc., M.Sc., PhD)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"";"1";"1";"1";"";"1";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"No";"Yes";"I'd only attend if I have a question.";""
"4";"";"";"en";"2077004969";"2020-10-29 11:42:34";"2020-10-29 11:42:34";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"5";"2020-10-29 11:45:16";"1";"en";"943280636";"2020-10-29 11:42:41";"2020-10-29 11:45:16";"Scientist (Postdoc, Staff Scientist, Professor, ...)";"scientific programmer";"1";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"1";"";"1";"";"1";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"1";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"Yes";"I'd attend regularly.";""
"6";"2020-10-29 11:47:21";"1";"en";"1150739644";"2020-10-29 11:42:47";"2020-10-29 11:47:21";"Student (B.Sc., M.Sc., PhD)";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"I use R and would like to learn more about visualising my data and how to proove if it's right what the results tell me.";"No";"Yes";"I don't know yet.";"I am not really sure if my interests is fitting in the idea of the virtual programming hour but I always thought I would like to try it and participate but I am not sure if it's the right place to do so."
"7";"";"";"en";"1248172784";"2020-10-29 11:42:59";"2020-10-29 11:42:59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"8";"";"";"en";"710776969";"2020-10-29 11:42:59";"2020-10-29 11:42:59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"9";"";"";"en";"718350269";"2020-10-29 11:44:58";"2020-10-29 11:44:58";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"10";"2020-10-29 11:48:48";"1";"en";"376200945";"2020-10-29 11:46:28";"2020-10-29 11:48:48";"Student (B.Sc., M.Sc., PhD)";"";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"";"1";"1";"1";"1";"";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"Yes";"I'd attend regularly.";""
"11";"2020-10-29 12:04:41";"1";"en";"1666910381";"2020-10-29 11:47:00";"2020-10-29 12:04:41";"Scientist (Postdoc, Staff Scientist, Professor, ...)";"";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"No";"Yes";"I'd attend regularly.";""
"12";"";"";"en";"1536445228";"2020-10-29 11:47:19";"2020-10-29 11:47:19";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"13";"";"";"en";"514269630";"2020-10-29 11:47:23";"2020-10-29 11:47:23";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"14";"";"";"en";"610390856";"2020-10-29 11:47:55";"2020-10-29 11:47:55";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"15";"2020-10-29 11:52:33";"1";"en";"1811827596";"2020-10-29 11:48:33";"2020-10-29 11:52:33";"Scientist (Postdoc, Staff Scientist, Professor, ...)";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"1";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"R";"Yes";"Yes";"I don't know yet.";""
"16";"2020-10-29 12:00:27";"1";"en";"702203126";"2020-10-29 11:50:07";"2020-10-29 12:00:27";"Technician / Engineer";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"";"1";"1";"1";"1";"1";"";"1";"";"1";"1";"";"";"";"";"1";"1";"";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Yes";"No";"I don't know yet.";""
"17";"";"";"en";"319505326";"2020-10-29 11:50:57";"2020-10-29 11:50:57";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
"18";"";"";"en";"1004576101";"2020-10-29 11:51:18";"2020-10-29 11:51:18";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"N/A";"N/A";"";""
